akz aor 5A:[Akzizwa AkzizAtAm Akzizata AkzizWAH AkzizATAm AkziDvam Akzizi Akzizvahi Akzizmahi]
Sri aor 3P:[aSiSriyat aSiSriyatAm aSiSriyan aSiSriyaH aSiSriyatam aSiSriyata aSiSriyam aSiSriyAva aSiSriyAma]
Sru aor 1Q:[nil nil nil nil nil nil nil nil nil]
Sru aor 2P:[nil nil nil nil nil nil nil nil nil]
Sru aor 3A:[nil nil nil nil nil nil nil nil nil]
Sru aor 3P:[nil nil nil nil nil nil nil nil nil]
Sru aor 4A:[nil nil nil nil nil nil nil nil nil]
Sru aor 4P:[aSrOzIt aSrOzwAm aSrOzuH aSrOzIH aSrOzwam aSrOzwa aSrOzam aSrOzva aSrOzma]
sA aor 1P:[nil nil nil nil nil nil nil nil nil]
sA aor 1Q:[nil nil nil nil nil nil nil nil nil]
sic aor 2A:[asicata asicetAm asicanta asicaTAH asiceTAm asicaDvam asice asicAvahi asicAmahi]
sic aor 2P:[asicat asicatAm asican asicaH asicatam asicata asicam asicAva asicAma]
siD aor 5A:[nil nil nil nil nil nil nil nil nil]
siD aor 5P:[aseDIt aseDizwAm aseDizuH aseDIH aseDizwam aseDizwa aseDizam aseDizva aseDizma]
sfj aor 1Q:[nil nil nil nil nil nil nil nil nil]
sfj aor 4A:[nil nil nil nil nil nil nil nil nil]
sfj aor 4P:[asrAkzIt asrAzwAm asrAkzuH asrAkzIH asrAzwam asrAzwa asrAkzam asrAkzva asrAkzma]
sKal aor 5A:[nil nil nil nil nil nil nil nil nil]
sKal aor 5P:[asKAlIt asKAlizwAm asKAlizuH asKAlIH asKAlizwam asKAlizwa asKAlizam asKAlizva asKAlizma]
stu aor 1Q:[nil nil nil nil nil nil nil nil nil]
stu aor 3A:[nil nil nil nil nil nil nil nil nil]
stu aor 3P:[nil nil nil nil nil nil nil nil nil]
stu aor 4A:[astozwa astozAtAm astozata astozWAH astozATAm astoQvam astozi astozvahi astozmahi]
stu aor 4P:[nil nil nil nil nil nil nil nil nil]
stu aor 5A:[astavizwa astavizAtAm astavizata astavizWAH astavizATAm astaviDvam astavizi astavizvahi astavizmahi]
stu aor 5P:[astAvIt astAvizwAm astAvizuH astAvIH astAvizwam astAvizwa astAvizam astAvizva astAvizma]
sTA aor 1P:[asTAt asTAtAm asTuH asTAH asTAtam asTAta asTAm asTAva asTAma]
sTA aor 1Q:[nil nil nil nil nil nil nil nil nil]
spand aor 5A:[aspandizwa aspandizAtAm aspandizata aspandizWAH aspandizATAm aspandiDvam aspandizi aspandizvahi aspandizmahi]
spaS aor 4A:[nil nil nil nil nil nil nil nil nil]
spfS aor 4A:[nil nil nil nil nil nil nil nil nil]
spfS aor 4P:[(aspArkzIt asprAkzIt) (aspArzwAm asprAzwAm) (aspArkzuH asprAkzuH) (aspArkzIH asprAkzIH) (aspArzwam asprAzwam) (aspArzwa asprAzwa) (aspArkzam asprAkzam) (aspArkzva asprAkzva) (aspArkzma asprAkzma)]
sPuw aor 5P:[asPowIt asPowizwAm asPowizuH asPowIH asPowizwam asPowizwa asPowizam asPowizva asPowizma]
svid aor 1P:[nil nil nil nil nil nil nil nil nil]
has aor 1P:[nil nil nil nil nil nil nil nil nil]
has aor 1Q:[nil nil nil nil nil nil nil nil nil]
hA aor 1P:[nil nil nil nil nil nil nil nil nil]
hA aor 1Q:[nil nil nil nil nil nil nil nil nil]
hA aor 3P:[nil nil nil nil nil nil nil nil nil]
hA aor 4A:[ahAsta ahAsAtAm ahAsata ahAsTAH ahAsATAm ahADvam ahAsi ahAsvahi ahAsmahi]
hu aor 1Q:[nil nil nil nil nil nil nil nil nil]
hu aor 4A:[nil nil nil nil nil nil nil nil nil]
hu aor 4P:[ahOzIt ahOzwAm ahOzuH ahOzIH ahOzwam ahOzwa ahOzam ahOzva ahOzma]
hU aor 2A:[nil nil nil nil nil nil nil nil nil]
hU aor 2P:[nil nil nil nil nil nil nil nil nil]
